,coilable,sigma_crit,energy
640,1,0.002455900828257866,0.0012445126277577214
641,2,5.824943593208896,3.595318072006869
642,0,46.6565898772753,
643,0,0.728725921033723,
644,2,1.9430908692203317,1.2461711360422025
645,0,46.039068698078744,
646,2,14.362142064612634,9.05295062704493
647,0,0.11273899548857497,
648,2,0.26235100819268026,0.1625996091505665
649,0,23.940723159655267,
650,2,47.67390827351869,27.05949640069674
651,2,5.129627477829024,3.100521903415131
652,2,2.7780813626576513,1.5249686499264683
653,2,40.128690731418125,24.082220569581366
654,2,14.500925174988767,8.860985124636766
655,0,0.016451528157523036,
656,2,0.07812470522540485,0.046248490204031836
657,0,9.828263369765194,
658,2,50.14653946939439,29.69220126004148
659,1,1.3450502550582257,
660,2,5.187941848977895,2.9444400790423306
661,0,102.90703972413006,
662,2,19.474198836724312,12.244668097680307
663,0,0.5272102982884889,
664,1,0.1440033925095469,0.08590330562212928
665,0,22.43957373641251,
666,2,62.19902499985743,
667,0,2.4745410551927884,
668,1,1.2323176257673745,
669,0,25.019157054045948,
670,2,13.898682870329035,8.209956397144238
671,1,0.0069175486437324804,
672,1,0.009244470306108674,0.005744008228391166
673,0,10.335649328342157,
674,2,31.676926633466113,18.95244129177616
675,0,1.8591843832222847,
676,2,5.068002683863842,2.96951552585566
677,2,49.243812632177146,30.643678122106508
678,0,31.07977728698532,
679,0,0.19141883315548436,
680,1,0.9908732108992457,0.5278078838987348
681,2,29.27177713346139,
682,2,117.26790854919795,
683,1,5.137012267188488,
684,2,2.097662149951181,1.245358772175716
685,0,44.95426860596439,
686,2,10.30967524162956,6.103250629571666
687,1,0.08732258769657167,
688,1,0.033668273281431904,0.019097151512377928
689,0,12.637666425223332,
690,2,34.08589585210504,21.781279834114763
691,0,1.5900215434652711,
692,1,8.362382681911601,
693,2,64.4322871613229,38.23332540467481
694,2,25.23942749528513,13.767720329091349
695,2,0.2689973186161978,0.17070676724319986
696,0,,
697,0,9.773259421432634,
698,2,84.16877334426266,
699,1,2.532091482614818,
700,2,0.6398919979975507,0.39192585270454605
701,2,40.85825699055137,23.987478100648385
702,2,7.439029364069662,4.618773969800455
703,0,0.0036661659451104273,
704,1,0.0027203399493039115,
705,0,5.828890635797575,
706,2,24.06804711412878,15.072046099804513
707,2,0.9992893242899451,0.5744992864187208
708,1,4.070674148472788,2.2231981070047038
709,2,47.517299809516274,30.139979531015562
710,2,18.474705794107212,11.449979311192376
711,1,0.08127597309862439,0.05036242190346319
712,1,0.39959349871968347,0.22915654653013187
713,2,16.70617606647007,10.50694042416782
714,2,124.73036552089074,73.9173318884605
715,0,4.081242036694091,
716,2,1.278459826868577,0.7895204102630994
717,0,48.146280144615446,
718,2,10.785357535542616,5.7758927322448566
719,0,0.033705197228229226,
720,1,0.043012578300243264,0.027208103812195763
721,2,16.083561929094575,9.653115552495702
722,2,42.74774447493836,26.639987961599363
723,0,2.2103438496602426,
724,1,8.380844655310261,
725,0,57.866190829123674,
726,2,54.75439338179094,
727,2,0.5379437076506062,0.3210535444697152
728,0,0.38432735657830885,
729,0,,
730,2,75.24718385430339,40.18871926746961
731,1,2.7717151649339753,
732,2,0.9435086998350977,0.49342392342521085
733,0,43.02149097705641,
734,2,6.22232165512074,3.9683880843863872
735,0,0.00829310571828256,
736,1,0.009539097936760391,
737,2,7.545726837918469,4.5753190440177125
738,2,40.71947388017524,
739,0,,
740,2,3.3575326794666243,2.068003392715022
741,0,48.42257312582297,
742,2,14.17370261199183,8.759753487889327
743,1,0.21937917355786857,
744,2,0.3237975486215992,0.20399271483863107
745,0,23.488723121274283,
746,2,71.4236455014637,40.89375930313672
747,0,6.1267013653111295,
748,2,1.8542187489978175,0.9962444834182731
749,2,30.641782883596424,
750,2,19.30613121681927,11.160598126413786
751,1,0.03553484245401366,
752,1,0.021623427188237267,
753,2,7.542798386965577,4.596783910450915
754,2,62.2703264143626,32.59846870017531
755,0,,
756,2,2.7950154486026295,1.739227728429894
757,2,71.04549335667734,42.343507127490845
758,2,17.46120711649802,
759,0,0.23927990764207913,
760,1,0.07405415840088653,0.04056549639835514
761,0,20.100632692734013,
762,2,35.98938897148411,23.37782533036318
763,0,2.414444148681289,
764,0,0.8831062158328615,
765,0,,
766,2,9.03108809080651,5.334514262776535
767,1,0.0009091210462108904,
768,1,0.0009299474254441234,0.000591501142926701
769,0,,
770,2,20.723246830109506,13.137332716962073
771,0,0.5139049450460064,
772,0,3.719387358080357,
773,0,47.75921532301596,
774,2,19.87017633513695,10.688315284883751
775,1,0.06617535209806534,0.04140478510705735
776,1,0.34034966270315636,
777,0,14.25518994285488,
778,2,124.48717676784634,
779,2,4.00701217123603,2.429373543517243
780,2,0.8951765267169509,0.526579536648612
781,2,43.24048817875086,26.569311508262988
782,2,8.591438476009458,5.35824140314505
783,0,0.017020666234019655,
784,1,0.029349444745690234,0.017457754457473905
785,0,14.071843448413018,
786,2,39.74799210754231,22.957994211264914
787,0,2.5813658529960692,
788,2,5.518856806654562,3.257470458259441
789,2,49.70472534737128,31.145865106498228
790,2,36.867924257351376,22.627584221513324
791,0,0.32136566109115505,
792,1,0.22788441371669943,0.12478038392718428
793,2,15.532249206224249,9.666582925028617
794,2,67.2639719088139,40.32970221626965
795,2,2.2414108945517803,1.3709762625441395
796,2,0.9291083605841429,0.5673818289811775
797,0,,
798,2,6.408341952606548,3.7965165423946843
799,0,0.006531833456050411,
800,0,0.013645308200926739,
801,0,6.95558030893372,
802,2,47.41926036457166,29.68852689301965
803,2,0.8522174244775864,0.525458151244877
804,2,3.1059405454269555,1.8238134682587195
805,0,86.14611435723637,
806,2,13.302806763392981,8.520356117274593
807,0,0.1996948901962629,
808,2,0.37541467976516274,0.22425515506611116
809,2,32.20277456544173,18.591750872810984
810,2,73.08140338870888,
811,0,5.054124372826228,
812,2,3.053610400138341,1.835795610395337
813,2,38.889828654390804,23.445095151472444
814,2,25.66850922186088,
815,1,0.0615063826875215,
816,1,0.02697739947384863,0.013678327131641846
817,2,7.912419826802195,5.03048316157259
818,2,69.82318339373158,
819,2,1.377390539494499,0.8214319458731142
820,1,3.7071642584509,2.3751829097515547
821,0,67.39384234237689,
822,2,22.566897690886023,13.10577838335607
823,0,0.3584933262156324,
824,1,0.10757091617649497,0.06951860546098552
